Date,Code,Open,High,Low,Close,Volume
2015-08-06,BTCUSD,281.98,282.29,277.87,278.2,0
2015-08-07,BTCUSD,278.16,279.73,275.49,279.02,0
2015-08-10,BTCUSD,264.34,266.35,261.96,263.51,0
2015-08-11,BTCUSD,263.59,268.9,263.35,268.68,0
2015-08-12,BTCUSD,268.61,271.2,264.82,268.44,0
2015-08-13,BTCUSD,268.39,268.92,262.17,264.01,0
2015-08-14,BTCUSD,264.01,267.06,261.13,266.45,0
2015-08-17,BTCUSD,258.23,259.64,256.06,257.18,0
2015-08-18,BTCUSD,257.16,257.39,246.85,251.38,0
2015-08-19,BTCUSD,251.23,251.35,214.03,223.16,0
2015-08-20,BTCUSD,223.08,236.63,222.05,235.57,0
2015-08-21,BTCUSD,235.65,235.86,230.82,232.35,0
2015-08-24,BTCUSD,226.69,227.92,209.18,209.27,0
2015-08-25,BTCUSD,208.79,226.28,198.23,221.09,0
2015-08-26,BTCUSD,221.28,230.4,219.71,225.89,0
2015-08-27,BTCUSD,225.86,228.04,223.49,226.39,0
2015-08-28,BTCUSD,226.35,234.72,219.91,232.78,0
2015-08-31,BTCUSD,226.99,231.88,224.81,229.84,0
2015-09-01,BTCUSD,229.84,231.21,226.08,226.73,0
2015-09-02,BTCUSD,226.73,230.06,225.67,228.75,0
2015-09-03,BTCUSD,228.81,229.25,226.23,226.5,0
2015-09-04,BTCUSD,226.61,230.51,226.12,230.4,0
2015-09-07,BTCUSD,240.67,242.17,238.34,240.8,0
2015-09-08,BTCUSD,240.78,245.82,239.46,243.39,0
2015-09-09,BTCUSD,243.39,244.49,237.41,238.28,0
2015-09-10,BTCUSD,238.27,240.72,235.68,238.95,0
2015-09-11,BTCUSD,238.94,241.15,238.36,239.63,0
2015-09-14,BTCUSD,229.22,232.49,227.78,231.64,0
2015-09-15,BTCUSD,231.62,231.65,229.41,229.54,0
2015-09-16,BTCUSD,229.56,231.01,226.69,228.3,0
2015-09-17,BTCUSD,228.36,234.62,228.28,233.04,0
2015-09-18,BTCUSD,233.02,234.31,231.77,233.13,0
2015-09-21,BTCUSD,231.1,231.27,226.41,227.54,0
2015-09-22,BTCUSD,227.49,232.11,224.6,229.67,0
2015-09-23,BTCUSD,229.68,231.74,229.15,229.87,0
2015-09-24,BTCUSD,229.86,235.54,229.62,233.97,0
2015-09-25,BTCUSD,234.02,237.11,232.49,235.26,0
2015-09-28,BTCUSD,233.02,239.52,232.73,238.94,0
2015-09-29,BTCUSD,238.97,240.32,236.16,237.33,0
2015-09-30,BTCUSD,237.361,238.118,235.438,236.647,0
2015-10-01,BTCUSD,236.63,238.95,235.96,237.86,0
2015-10-02,BTCUSD,237.82,238.83,237.03,237.26,0
2015-10-05,BTCUSD,238.58,240.21,237.22,240.15,0
2015-10-06,BTCUSD,240.15,247.57,240.0,245.6,0
2015-10-07,BTCUSD,245.66,246.96,243.77,243.77,0
2015-10-08,BTCUSD,243.75,244.71,242.7,243.32,0
2015-10-09,BTCUSD,243.23,244.45,242.36,244.02,0
2015-10-12,BTCUSD,247.36,247.77,245.07,245.82,0
2015-10-13,BTCUSD,245.82,250.55,243.89,249.17,0
2015-10-14,BTCUSD,249.17,254.93,249.04,253.48,0
2015-10-15,BTCUSD,253.53,256.67,252.54,254.41,0
2015-10-16,BTCUSD,254.43,266.96,254.02,265.32,0
2015-10-19,BTCUSD,262.81,265.54,261.64,263.61,0
2015-10-20,BTCUSD,263.53,272.22,263.42,268.7,0
2015-10-21,BTCUSD,268.73,271.59,264.12,267.71,0
2015-10-22,BTCUSD,267.76,278.61,267.0,273.89,0
2015-10-23,BTCUSD,273.9,279.11,273.42,277.29,0
2015-10-26,BTCUSD,287.0,287.93,280.9,285.28,0
2015-10-27,BTCUSD,285.38,297.16,285.32,294.31,0
2015-10-28,BTCUSD,294.33,306.6,294.22,302.76,0
2015-10-29,BTCUSD,303.04,318.73,301.06,314.96,0
2015-10-30,BTCUSD,314.961,333.745,313.136,319.826,0
2015-11-02,BTCUSD,324.72,362.03,322.06,360.56,0
2015-11-03,BTCUSD,360.08,416.62,355.81,398.3,0
2015-11-04,BTCUSD,397.95,492.39,374.39,388.71,0
2015-11-05,BTCUSD,392.25,447.25,368.13,390.96,0
2015-11-06,BTCUSD,390.81,395.99,353.62,372.63,0
2015-11-09,BTCUSD,374.07,386.64,361.55,382.1,0
2015-11-10,BTCUSD,381.72,381.91,326.33,331.42,0
2015-11-11,BTCUSD,333.39,341.32,298.75,307.48,0
2015-11-12,BTCUSD,306.72,345.6,305.43,332.98,0
2015-11-13,BTCUSD,332.76,342.57,325.73,331.97,0
2015-11-16,BTCUSD,320.71,333.01,316.87,329.79,0
2015-11-17,BTCUSD,329.76,340.34,329.55,337.33,0
2015-11-18,BTCUSD,337.35,337.35,329.91,336.04,0
2015-11-19,BTCUSD,335.93,336.44,325.98,327.15,0
2015-11-20,BTCUSD,327.15,327.26,311.75,319.3,0
2015-11-23,BTCUSD,323.94,326.05,321.26,323.24,0
2015-11-24,BTCUSD,323.28,323.28,317.44,320.03,0
2015-11-25,BTCUSD,320.1,330.56,316.27,327.7,0
2015-11-26,BTCUSD,327.75,368.46,327.75,351.47,0
2015-11-27,BTCUSD,351.41,364.06,347.84,358.73,0
2015-11-30,BTCUSD,373.106,382.497,369.344,378.24300000000005,0
2015-12-01,BTCUSD,378.229,379.204,355.454,363.174,0
2015-12-02,BTCUSD,363.187,363.187,348.117,359.751,0
2015-12-03,BTCUSD,359.712,370.796,356.24,361.115,0
2015-12-04,BTCUSD,361.13,364.18,355.43,362.04,0
2015-12-07,BTCUSD,394.6,399.84,383.67,396.21,0
2015-12-08,BTCUSD,396.18,398.31,389.59,395.77,0
2015-12-09,BTCUSD,395.91,423.89,395.85,417.29,0
2015-12-10,BTCUSD,417.397,419.974,411.286,416.025,0
2015-12-11,BTCUSD,416.112,453.268,415.213,451.569,0
2015-12-14,BTCUSD,435.45,447.77,429.15,443.01,0
2015-12-15,BTCUSD,443.22,465.22,442.5,463.84,0
2015-12-16,BTCUSD,463.757,465.658,440.199,454.483,0
2015-12-17,BTCUSD,454.525,458.463,449.62,455.685,0
2015-12-18,BTCUSD,455.705,466.461,454.525,463.865,0
2015-12-21,BTCUSD,442.478,445.534,425.026,434.707,0
2015-12-22,BTCUSD,434.915,443.223,433.783,435.426,0
2015-12-23,BTCUSD,435.369,445.196,434.991,442.654,0
2015-12-24,BTCUSD,442.693,459.834,442.165,454.38,0
2015-12-28,BTCUSD,423.962,429.092,417.362,421.017,0
2015-12-29,BTCUSD,421.106,432.246,419.164,429.387,0
2015-12-30,BTCUSD,429.406,434.216,421.141,427.077,0
2015-12-31,BTCUSD,427.095,433.032,417.693,430.496,0
2016-01-04,BTCUSD,429.258,435.142,429.148,435.01,0
2016-01-05,BTCUSD,434.972,434.972,429.092,432.283,0
2016-01-06,BTCUSD,432.395,432.395,426.167,431.332,0
2016-01-07,BTCUSD,431.332,457.268,428.835,456.121,0
2016-01-08,BTCUSD,456.267,463.951,447.387,452.817,0
2016-01-11,BTCUSD,447.147,451.427,443.262,448.43,0
2016-01-12,BTCUSD,448.35,448.853,444.543,445.931,0
2016-01-13,BTCUSD,446.05,446.229,422.208,432.638,0
2016-01-14,BTCUSD,432.62,433.67,427.022,430.163,0
2016-01-15,BTCUSD,430.163,430.163,384.689,389.879,0
2016-01-18,BTCUSD,386.264,387.477,374.49,385.342,0
2016-01-19,BTCUSD,385.089,386.638,376.719,380.3,0
2016-01-20,BTCUSD,380.46,415.628,374.223,415.628,0
2016-01-21,BTCUSD,416.49300000000005,424.646,405.43300000000005,412.15,0
2016-01-22,BTCUSD,412.099,412.099,374.181,379.867,0
2016-01-25,BTCUSD,402.852,403.991,386.518,392.866,0
2016-01-26,BTCUSD,392.804,397.567,388.772,393.84,0
2016-01-27,BTCUSD,394.275,396.574,388.033,394.54,0
2016-01-28,BTCUSD,394.586,395.038,377.088,379.089,0
2016-01-29,BTCUSD,379.104,384.482,363.636,375.235,0
2016-02-01,BTCUSD,374.462,378.515,364.285,370.727,0
2016-02-02,BTCUSD,370.755,374.827,370.755,373.315,0
2016-02-03,BTCUSD,373.288,373.79,366.314,367.634,0
2016-02-04,BTCUSD,367.607,391.267,367.458,388.727,0
2016-02-05,BTCUSD,388.44,391.05300000000005,384.556,386.354,0
2016-02-08,BTCUSD,375.502,378.687,371.016,371.223,0
2016-02-09,BTCUSD,371.223,376.279,370.769,373.888,0
2016-02-10,BTCUSD,373.902,383.568,372.926,379.276,0
2016-02-11,BTCUSD,379.36300000000006,381.199,373.218,376.676,0
2016-02-12,BTCUSD,376.549,383.539,376.364,382.044,0
2016-02-15,BTCUSD,404.367,410.24,395.476,398.359,0
2016-02-16,BTCUSD,398.4380000000001,408.13,398.327,406.86800000000005,0
2016-02-17,BTCUSD,406.884,421.017,405.877,418.918,0
2016-02-18,BTCUSD,418.533,424.989,414.508,422.386,0
2016-02-19,BTCUSD,422.262,422.44,415.679,419.147,0
2016-02-22,BTCUSD,439.174,439.657,432.657,437.541,0
2016-02-23,BTCUSD,437.637,440.703,415.61,420.716,0
2016-02-24,BTCUSD,420.787,424.845,411.117,423.531,0
2016-02-25,BTCUSD,423.639,427.022,418.18300000000005,422.958,0
2016-02-26,BTCUSD,422.905,425.478,419.533,423.549,0
2016-02-29,BTCUSD,432.283,441.657,430.089,437.197,0
2016-03-01,BTCUSD,436.967,438.539,428.504,432.208,0
2016-03-02,BTCUSD,432.152,434.915,423.783,424.845,0
2016-03-03,BTCUSD,424.701,425.116,415.628,420.186,0
2016-03-04,BTCUSD,420.203,422.565,411.929,412.882,0
2016-03-07,BTCUSD,408.36300000000006,414.182,402.414,413.753,0
2016-03-08,BTCUSD,413.753,415.507,408.48,411.828,0
2016-03-09,BTCUSD,411.811,413.787,408.797,411.929,0
2016-03-10,BTCUSD,411.913,416.389,410.88,416.112,0
2016-03-11,BTCUSD,416.043,421.941,415.628,418.848,0
2016-03-14,BTCUSD,412.456,415.403,412.048,414.11300000000006,0
2016-03-15,BTCUSD,414.11300000000006,417.119,412.694,415.489,0
2016-03-16,BTCUSD,415.541,416.25,413.805,416.198,0
2016-03-17,BTCUSD,416.25,419.4980000000001,416.025,418.445,0
2016-03-18,BTCUSD,418.463,418.655,403.616,405.499,0
2016-03-21,BTCUSD,410.9980000000001,411.896,406.934,411.049,0
2016-03-22,BTCUSD,411.1,417.153,410.458,416.302,0
2016-03-23,BTCUSD,416.32,418.55,415.662,418.043,0
2016-03-24,BTCUSD,417.99,418.043,413.479,414.886,0
2016-03-28,BTCUSD,425.659,425.713,421.443,422.262,0
2016-03-29,BTCUSD,422.208,424.466,407.88,414.766,0
2016-03-30,BTCUSD,414.731,415.8,408.948,412.93300000000005,0
2016-03-31,BTCUSD,412.916,416.945,412.286,416.095,0
2016-04-01,BTCUSD,416.164,416.753,414.096,416.129,0
2016-04-04,BTCUSD,418.358,419.78,417.415,419.094,0
2016-04-05,BTCUSD,419.006,423.245,418.831,421.514,0
2016-04-06,BTCUSD,421.532,422.994,421.141,421.923,0
2016-04-07,BTCUSD,422.012,422.155,418.74300000000005,421.674,0
2016-04-08,BTCUSD,421.674,423.567,416.32,418.375,0
2016-04-11,BTCUSD,421.461,422.708,419.375,422.172,0
2016-04-12,BTCUSD,422.155,427.789,422.155,425.858,0
2016-04-13,BTCUSD,425.949,427.095,422.922,424.556,0
2016-04-14,BTCUSD,424.574,425.786,423.101,424.827,0
2016-04-15,BTCUSD,424.881,429.997,424.646,429.609,0
2016-04-18,BTCUSD,427.991,430.089,426.985,428.174,0
2016-04-19,BTCUSD,428.174,432.171,428.009,431.742,0
2016-04-20,BTCUSD,431.648,443.971,431.444,442.048,0
2016-04-21,BTCUSD,441.755,451.773,441.306,449.984,0
2016-04-22,BTCUSD,450.086,452.796,443.892,449.398,0
2016-04-25,BTCUSD,458.61,467.246,455.955,467.181,0
2016-04-26,BTCUSD,467.508,470.168,462.449,467.902,0
2016-04-27,BTCUSD,467.749,468.823,447.908,450.369,0
2016-04-28,BTCUSD,450.45,451.284,435.275,449.176,0
2016-04-29,BTCUSD,449.035,455.768,446.13,455.726,0
2016-05-02,BTCUSD,452.755,453.432,439.889,445.474,0
2016-05-03,BTCUSD,445.335,451.202,441.989,450.735,0
2016-05-04,BTCUSD,450.755,451.447,445.434,447.027,0
2016-05-05,BTCUSD,447.247,449.458,445.831,449.095,0
2016-05-06,BTCUSD,449.115,456.579,447.347,456.579,0
2016-05-09,BTCUSD,458.652,464.209,457.143,459.812,0
2016-05-10,BTCUSD,459.791,463.049,447.7480000000001,452.202,0
2016-05-11,BTCUSD,452.161,454.9380000000001,449.6,451.896,0
2016-05-12,BTCUSD,451.794,452.96,447.728,452.509,0
2016-05-13,BTCUSD,452.53,456.496,452.386,455.602,0
2016-05-16,BTCUSD,458.043,458.86300000000006,451.304,454.318,0
2016-05-17,BTCUSD,454.318,454.897,452.468,453.453,0
2016-05-18,BTCUSD,453.432,455.726,452.304,454.649,0
2016-05-19,BTCUSD,454.649,454.669,441.755,441.969,0
2016-05-20,BTCUSD,441.696,444.069,435.616,441.911,0
2016-05-23,BTCUSD,439.522,443.046,438.347,442.772,0
2016-05-24,BTCUSD,442.693,446.468,442.635,445.732,0
2016-05-25,BTCUSD,445.732,449.984,444.899,448.8730000000001,0
2016-05-26,BTCUSD,448.853,453.906,447.387,453.741,0
2016-05-27,BTCUSD,453.762,479.386,453.412,473.149,0
2016-05-30,BTCUSD,525.403,541.771,512.033,532.311,0
2016-05-31,BTCUSD,532.7080000000002,546.866,519.94,527.232,0
2016-06-01,BTCUSD,527.398,543.626,525.6519999999998,536.021,0
2016-06-02,BTCUSD,536.021,540.687,532.68,536.942,0
2016-06-03,BTCUSD,536.884,574.4159999999998,536.711,570.939,0
2016-06-06,BTCUSD,572.77,586.648,572.41,583.533,0
2016-06-07,BTCUSD,583.26,590.947,565.163,575.705,0
2016-06-08,BTCUSD,575.8380000000002,582.174,573.427,581.835,0
2016-06-09,BTCUSD,582.072,583.976,572.05,576.1030000000002,0
2016-06-10,BTCUSD,576.203,579.878,573.658,578.771,0
2016-06-13,BTCUSD,670.961,719.8389999999998,663.3939999999999,702.247,0
2016-06-14,BTCUSD,703.0369999999998,706.914,661.5939999999998,689.37,0
2016-06-15,BTCUSD,688.753,697.107,673.265,691.946,0
2016-06-16,BTCUSD,692.0419999999998,772.559,691.898,772.082,0
2016-06-17,BTCUSD,771.4860000000001,776.518,710.53,757.002,0
2016-06-20,BTCUSD,764.4680000000002,765.931,726.1110000000001,738.1160000000001,0
2016-06-21,BTCUSD,737.409,738.934,631.712,656.125,0
2016-06-22,BTCUSD,654.493,678.196,610.314,621.1569999999998,0
2016-06-23,BTCUSD,621.118,633.8340000000002,551.9069999999998,621.195,0
2016-06-24,BTCUSD,621.118,680.18,617.132,661.288,0
2016-06-27,BTCUSD,630.994,651.508,620.078,645.703,0
2016-06-28,BTCUSD,645.619,661.332,636.6990000000002,648.677,0
2016-06-29,BTCUSD,648.761,651.678,624.766,636.659,0
2016-06-30,BTCUSD,636.821,674.0360000000002,634.276,667.78,0
2016-07-01,BTCUSD,667.735,684.791,667.557,677.048,0
2016-07-04,BTCUSD,660.7639999999999,682.128,646.747,678.841,0
2016-07-05,BTCUSD,678.841,682.408,662.2080000000002,670.196,0
2016-07-06,BTCUSD,670.2410000000001,680.2260000000001,665.868,676.087,0
2016-07-07,BTCUSD,676.2239999999998,679.9019999999998,611.471,625.626,0
2016-07-08,BTCUSD,627.549,655.0930000000002,626.802,654.5790000000002,0
2016-07-11,BTCUSD,649.266,660.4580000000002,644.745,649.351,0
2016-07-12,BTCUSD,649.351,674.4910000000001,646.538,670.6460000000002,0
2016-07-13,BTCUSD,670.6460000000002,675.0830000000002,658.5010000000002,660.677,0
2016-07-14,BTCUSD,661.201,663.658,651.466,661.419,0
2016-07-15,BTCUSD,661.332,666.4,658.5010000000002,664.0989999999998,0
2016-07-18,BTCUSD,679.117,682.175,667.423,673.582,0
2016-07-19,BTCUSD,673.627,675.174,667.423,670.2860000000002,0
2016-07-20,BTCUSD,670.2860000000002,674.627,662.6030000000002,665.513,0
2016-07-21,BTCUSD,665.513,667.1560000000002,659.674,665.0260000000002,0
2016-07-22,BTCUSD,665.0260000000002,667.2,650.66,656.426,0
2016-07-25,BTCUSD,661.07,662.164,653.125,656.7280000000002,0
2016-07-26,BTCUSD,656.7710000000002,656.7710000000002,644.6619999999998,655.179,0
2016-07-27,BTCUSD,655.179,659.5,647.92,655.9960000000002,0
2016-07-28,BTCUSD,656.168,658.6310000000002,654.151,656.082,0
2016-07-29,BTCUSD,655.9960000000002,657.722,654.365,657.3330000000002,0
2016-08-01,BTCUSD,631.592,633.714,611.9580000000002,617.2080000000002,0
2016-08-02,BTCUSD,617.284,617.475,555.0930000000002,555.617,0
2016-08-03,BTCUSD,555.124,569.703,486.31,566.0269999999998,0
2016-08-04,BTCUSD,565.547,583.294,560.758,568.3430000000002,0
2016-08-05,BTCUSD,568.9580000000002,582.649,567.5369999999998,574.4490000000002,0
2016-08-08,BTCUSD,590.737,593.789,586.923,591.856,0
2016-08-09,BTCUSD,591.891,591.996,583.839,585.3430000000002,0
2016-08-10,BTCUSD,585.3430000000002,599.844,583.09,595.1669999999998,0
2016-08-11,BTCUSD,595.1669999999998,597.479,588.305,590.354,0
2016-08-12,BTCUSD,590.319,590.7719999999998,581.869,585.617,0
2016-08-15,BTCUSD,570.321,574.4159999999998,560.193,567.634,0
2016-08-16,BTCUSD,567.569,580.518,565.451,578.804,0
2016-08-17,BTCUSD,578.469,580.0459999999998,568.4730000000002,571.69,0
2016-08-18,BTCUSD,571.69,576.17,571.07,573.066,0
2016-08-19,BTCUSD,573.0,575.904,571.559,574.614,0
2016-08-22,BTCUSD,579.307,586.201,578.436,585.309,0
2016-08-23,BTCUSD,585.001,586.717,578.102,581.4630000000002,0
